"in_data","out_data","Aggregation","Difficulty","Weit","ConnectInGraph","Explanation"
"global positioning system","recon jet",3,3,6,"F",NA
"global positioning system","rufus cuff",3,3,6,"F",NA
"global positioning system","safelet",3,3,6,"F",NA
"global positioning system","samsung gear",3,3,6,"F",NA
"global positioning system","scribe labs",3,3,6,"F",NA
"global positioning system","smartcap edan safe",3,3,6,"F",NA
"global positioning system","sony smartwatch",3,3,6,"F",NA
"global positioning system","spree wearables",3,3,6,"F",NA
"global positioning system","suunto",3,3,6,"F",NA
"global positioning system","tinitell",3,3,6,"F",NA
"global positioning system","unaliwear",3,3,6,"F",NA
"global positioning system","voice input caddie",3,3,6,"F",NA
"global positioning system","wearit smartwatch",3,3,6,"F",NA
"global positioning system","wisewear",3,3,6,"F",NA
"global positioning system","xensr air",3,3,6,"F",NA
"global positioning system","zeblaze classic",3,3,6,"F",NA
"garmin connect mobile","fitnesssyncer",3,3,6,"F",NA
"garmin connect mobile","googlefit",3,3,6,"F",NA
"garmin connect mobile","healthkit",3,3,6,"F",NA
"garmin connect mobile","humanapi.co",3,3,6,"F",NA
"garmin connect mobile","myfitnesspal",3,3,6,"F",NA
"garmin connect mobile","poundaweek - calorie counter",3,3,6,"F",NA
"garmin connect mobile","samsung health",3,3,6,"F",NA
"garmin connect mobile","sparkpeople",3,3,6,"F",NA
"garmin connect mobile","tactio health",3,3,6,"F",NA
"garmin connect mobile","validic",3,3,6,"F",NA
"garmin connect mobile","weight watchers mobile international",3,3,6,"F",NA
"garmin approach","file",3,3,6,"F",NA
"garmin approach","googlefit",3,3,6,"F",NA
"garmin approach","myfitnesspal",3,3,6,"F",NA
"garmin approach","poundaweek - calorie counter",3,3,6,"F",NA
"garmin approach","sparkpeople",3,3,6,"F",NA
"garmin approach","weight goals",3,3,6,"F",NA
"garmin approach","weight watchers",3,3,6,"F",NA
"frequently eaten foods","calculator &for wwpp",3,3,6,"F",NA
"frequently eaten foods","cals & macros free designbyvh",3,3,6,"F",NA
"frequently eaten foods","daily calorie balance",3,3,6,"F",NA
"frequently eaten foods","fitatu calorie counter",3,3,6,"F",NA
"frequently eaten foods","fitday - free diet and weight loss journal",3,3,6,"F",NA
"frequently eaten foods","food diary my daily bits",3,3,6,"F",NA
"frequently eaten foods","healthifyme weight loss coach",3,3,6,"F",NA
"frequently eaten foods","lifesum health movement",3,3,6,"F",NA
"frequently eaten foods","my macros+ diet weight and calorie tracker jason loewy",3,3,6,"F",NA
"frequently eaten foods","pku diet management",3,3,6,"F",NA
"frequently eaten foods","smartfoodtracker - food logger",3,3,6,"F",NA
"frequently eaten foods","ultimate food value diary",3,3,6,"F",NA
"frequently eaten foods","weight goals",3,3,6,"F",NA
"frequently eaten foods","whatcalculator mp web designs",3,3,6,"F",NA
"foursquare","ifttt",3,3,6,"F",NA
"foursquare","zenobase",3,3,6,"F",NA
"fossil sport smartwatch","api",3,3,6,"F",NA
"fossil sport smartwatch","google fit",3,3,6,"F",NA
"fossil sport smartwatch","rest api",3,3,6,"F",NA
"FoodPrint Diet","health mate steps tracker & life coach by withings",3,3,6,"F",NA
"foodprint diet","advices",3,3,6,"F",NA
"foodprint diet","fitbit charge 2",3,3,6,"F",NA
"foodprint diet","health mate steps tracker & life coach by withings",3,3,6,"F",NA
"foodprint diet","healthgraph",3,3,6,"F",NA
"foodprint diet","up24",3,3,6,"F",NA
"food scores","pro points uk",3,3,6,"F",NA
"food scores","smart points calculator",3,3,6,"F",NA
"food diary my daily bits","advices",3,3,6,"F",NA
"food diary my daily bits","reminders/notifications",3,3,6,"F",NA
"food diary geoff holden","file",3,3,6,"F",NA
"food and symptoms diary nmi-portal / panthera.cc","file",3,3,6,"F",NA
"food","bitesnap",4,2,6,"F",NA
"food","eventloggers",3,3,6,"F",NA
"food","EventLoggers",3,3,6,"F",NA
"food","sparkpeople",3,3,6,"F",NA
"food","SparkPeople",3,3,6,"F",NA
"food","tylerburleigh nutritionr",3,3,6,"F",NA
"food","tylerburleigh nutritionR",3,3,6,"F",NA
"fodmap monash university","challanges",3,3,6,"F",NA
"FitWell Fitness Health Diet","healthkit",3,3,6,"F",NA
"fitwell fitness health diet","advices",3,3,6,"F",NA
"fitwell fitness health diet","coaching",3,3,6,"F",NA
"fitwell fitness health diet","googlefit",3,3,6,"F",NA
"fitwell fitness health diet","healthkit",3,3,6,"F",NA
"fitwell fitness health diet","reminders/notifications",3,3,6,"F",NA
"fitwell fitness","googlefit",3,3,6,"F",NA
"fitwell fitness","healthkit",3,3,6,"F",NA
"fitnesssyncer","dropbox",3,3,6,"F",NA
"fitness goals","caloriesmart calorie tracker",3,3,6,"F",NA
"fitness goals","easy fit calorie counter",3,3,6,"F",NA
"fitness goals","fitbit",3,3,6,"F",NA
"fitness goals","fitwell fitness health diet",3,3,6,"F",NA
"fitness goals","foodprint diet",3,3,6,"F",NA
"fitness goals","healthifyme weight loss coach",3,3,6,"F",NA
"fitness goals","lose it! fitnow",3,3,6,"F",NA
"fitness goals","mydietist",3,3,6,"F",NA
"fitness goals","polar flow activity & sports analyzing",3,3,6,"F",NA
"fitness goals","tomtom mysports",3,3,6,"F",NA
"fitness goals","trainer labs workout & nutrition",3,3,6,"F",NA
"fitbit versa","heart rate variability",3,3,6,"F",NA
"fitbit surge","heart rate variability",3,3,6,"F",NA
"fitbit ionic","heart rate variability",3,3,6,"F",NA
"fitbit charge hr","heart rate variability",3,3,6,"F",NA
"fitbit charge 2","calorie counter nutritionix",3,3,6,"F",NA
"fitbit charge 2","calorie counter+ nutratech",3,3,6,"F",NA
"fitbit charge 2","diabetes & diet tracker mynetdiary",3,3,6,"F",NA
"fitbit charge 2","fitbitr",3,3,6,"F",NA
"fitbit charge 2","fitnesssyncer",3,3,6,"F",NA
"fitbit charge 2","foodprint diet",3,3,6,"F",NA
"fitbit charge 2","healthifyme weight loss coach",3,3,6,"F",NA
"fitbit charge 2","healthvault",3,3,6,"F",NA
"fitbit charge 2","healthwatch 360",3,3,6,"F",NA
"fitbit charge 2","healthy 365 health promotion board",3,3,6,"F",NA
"fitbit charge 2","heart rate variability",3,3,6,"F",NA
"fitbit charge 2","humanapi.co",3,3,6,"F",NA
"fitbit charge 2","hydro coach - drink water",3,3,6,"F",NA
"fitbit charge 2","ifttt",3,3,6,"F",NA
"fitbit charge 2","lifesum health movement",3,3,6,"F",NA
"fitbit charge 2","lose it! fitnow",3,3,6,"F",NA
"fitbit charge 2","meallogger wellness foundry",3,3,6,"F",NA
"fitbit charge 2","mevolife",3,3,6,"F",NA
"fitbit charge 2","myfitnesspal",3,3,6,"F",NA
"fitbit charge 2","nudge health tracking",3,3,6,"F",NA
"fitbit charge 2","pic healthy photo food",3,3,6,"F",NA
"fitbit charge 2","samsung health",3,3,6,"F",NA
"fitbit charge 2","sparkpeople",3,3,6,"F",NA
"fitbit charge 2","tactio health",3,3,6,"F",NA
"fitbit charge 2","ultimate food value diary",3,3,6,"F",NA
"fitbit charge 2","validic",3,3,6,"F",NA
"fitbit charge 2","weight goals",3,3,6,"F",NA
"fitbit charge 2","weight loss & fitness program healthkart",3,3,6,"F",NA
"fitbit charge 2","zenobase",3,3,6,"F",NA
"fitbit blaze","heart rate variability",3,3,6,"F",NA
"fitbit alta hr","heart rate variability",3,3,6,"F",NA
"Fitbit","glooko",3,3,6,"F",NA
"fitbit","calorie counter nutritionix",3,3,6,"F",NA
"fitbit","challanges",3,3,6,"F",NA
"fitbit","connected users",3,3,6,"F",NA
"fitbit","file",3,3,6,"F",NA
"fitbit","fitbitr",3,3,6,"F",NA
"fitbit","foodprint diet",3,3,6,"F",NA
"fitbit","glooko",3,3,6,"F",NA
"fitbit","googlefit",3,3,6,"F",NA
"fitbit","healthifyme weight loss coach",3,3,6,"F",NA
"fitbit","healthwatch 360",3,3,6,"F",NA
"fitbit","healthy 365 health promotion board",3,3,6,"F",NA
"fitbit","hydro coach - drink water",3,3,6,"F",NA
"fitbit","lifesum health movement",3,3,6,"F",NA
"fitbit","lose it! weight loss program and calorie counter",3,3,6,"F",NA
"fitbit","meallogger",3,3,6,"F",NA
"fitbit","mevo - weight loss & fitness",3,3,6,"F",NA
"fitbit","my diet diary calorie counter app",3,3,6,"F",NA
"fitbit","myfitnesspal",3,3,6,"F",NA
"fitbit","nutratech",3,3,6,"F",NA
"fitbit","reminders/notifications",3,3,6,"F",NA
"fitbit","rest api",3,3,6,"F",NA
"fitbit","senso devices inc.",3,3,6,"F",NA
"fitbit","sparkcoach",3,3,6,"F",NA
"fitbit","sparkpeople",3,3,6,"F",NA
"fitbit","ultimate food value diary plus - diet & weight tracker",3,3,6,"F",NA
"fitbit","web api",3,3,6,"F",NA
"fitbit","weight goals",3,3,6,"F",NA
"fitbit","weight loss & fitness program",3,3,6,"F",NA
"Fitatu Calorie Counter","healthkit",3,3,6,"F",NA
"fitatu calorie counter","advices",3,3,6,"F",NA
"fitatu calorie counter","googlefit",3,3,6,"F",NA
"fitatu calorie counter","healthkit",3,3,6,"F",NA
"fetal heart rate","monica healthcare",3,3,6,"F",NA
"favorite eaten foods","calculator &for wwpp",3,3,6,"F",NA
"favorite eaten foods","calorie counter and diet by calorie count about inc",3,3,6,"F",NA
"favorite eaten foods","calorie counter fddb ext. pro",3,3,6,"F",NA
"favorite eaten foods","calories! stefan diener",3,3,6,"F",NA
"favorite eaten foods","caloriesmart calorie tracker",3,3,6,"F",NA
"favorite eaten foods","cals & macros free designbyvh",3,3,6,"F",NA
"favorite eaten foods","daily calorie balance",3,3,6,"F",NA
"favorite eaten foods","diabetes & diet tracker mynetdiary",3,3,6,"F",NA
"favorite eaten foods","diet watchers diary croc software",3,3,6,"F",NA
"favorite eaten foods","fastfood.com",3,3,6,"F",NA
"favorite eaten foods","fitatu calorie counter",3,3,6,"F",NA
"favorite eaten foods","fitday - free diet and weight loss journal",3,3,6,"F",NA
"favorite eaten foods","fitwell fitness health diet",3,3,6,"F",NA
"favorite eaten foods","iskinny",3,3,6,"F",NA
"favorite eaten foods","lifesum health movement",3,3,6,"F",NA
"favorite eaten foods","low gi diet- glycemic index & load counter with search",3,3,6,"F",NA
"favorite eaten foods","my score plus weight loss watchers llc",3,3,6,"F",NA
"favorite eaten foods","myfitnesspal",3,3,6,"F",NA
"favorite eaten foods","nutritionist+ outlier",3,3,6,"F",NA
"favorite eaten foods","pku diet management",3,3,6,"F",NA
"favorite eaten foods","secret of weight le secret du poids sas",3,3,6,"F",NA
"favorite eaten foods","simple macro calorie counter",3,3,6,"F",NA
"favorite eaten foods","smartfoodtracker - food logger",3,3,6,"F",NA
"favorite eaten foods","tap & track nanobitsoftware",3,3,6,"F",NA
"favorite eaten foods","weight goals",3,3,6,"F",NA
"favorite eaten foods","weight watchers mobile international",3,3,6,"F",NA
"favorite eaten foods","yazio calorie counter & diet tracker",3,3,6,"F",NA
"fasting","myketo diet guide & calculator",3,3,6,"F",NA
"fasting","zero big sky health",3,3,6,"F",NA
"fasting","Zero Big Sky Health",3,3,6,"F",NA
"faceook","ifttt",3,3,6,"F",NA
"excersis","steps",3,3,6,"F",NA
"excersis","time tracking",3,3,6,"F",NA
"excersis","time_tracking",4,2,6,"F",NA
"excercise","21 day tummy tracker",3,3,6,"F",NA
"excercise","all-in fitness by sport.com",3,3,6,"F",NA
"excercise","apple watch",3,3,6,"F",NA
"excercise","calorie counter by fatsecret",3,3,6,"F",NA
"excercise","calorie counter easyfoodplan.com",3,3,6,"F",NA
"excercise","calorie counter fddb ext. pro",3,3,6,"F",NA
"excercise","calorie counter plus yauheni bulat",3,3,6,"F",NA
"excercise","calorie counter+ nutratech",3,3,6,"F",NA
"excercise","calories! stefan diener",3,3,6,"F",NA
"excercise","caloriesmart calorie tracker",3,3,6,"F",NA
"excercise","cals & macros free designbyvh",3,3,6,"F",NA
"excercise","carrot hunger - talking calorie counter",3,3,6,"F",NA
"excercise","cron-o-meter",3,3,6,"F",NA
"excercise","daily calories offline mohsen raeisi",3,3,6,"F",NA
"excercise","desi calorie meter",3,3,6,"F",NA
"excercise","diabetes & diet tracker mynetdiary",3,3,6,"F",NA
"excercise","diet and weight loss nutrisoft brazil",3,3,6,"F",NA
"excercise","diet plan ab mobile apps",3,3,6,"F",NA
"excercise","diet tracker joss giffard",3,3,6,"F",NA
"excercise","diet2 go free",3,3,6,"F",NA
"excercise","easy fit calorie counter",3,3,6,"F",NA
"excercise","edibles world media group",3,3,6,"F",NA
"excercise","everydayhealth.com",3,3,6,"F",NA
"excercise","fitbit",3,3,6,"F",NA
"excercise","fitday - free diet and weight loss journal",3,3,6,"F",NA
"excercise","fitwell fitness health diet",3,3,6,"F",NA
"excercise","foodprint diet",3,3,6,"F",NA
"excercise","garmin approach",3,3,6,"F",NA
"excercise","glucose buddy diabetes log",3,3,6,"F",NA
"excercise","health mate steps tracker & life coach by withings",3,3,6,"F",NA
"excercise","healthifyme weight loss coach",3,3,6,"F",NA
"excercise","healthwatch 360",3,3,6,"F",NA
"excercise","iskinny",3,3,6,"F",NA
"excercise","jawbone up",3,3,6,"F",NA
"excercise","lifesum health movement",3,3,6,"F",NA
"excercise","lose it! fitnow",3,3,6,"F",NA
"excercise","lose weight with applause 12 labs",3,3,6,"F",NA
"excercise","lose weight without dieting harmonic soft",3,3,6,"F",NA
"excercise","low gi diet- glycemic index & load counter with search",3,3,6,"F",NA
"excercise","mdietguru",3,3,6,"F",NA
"excercise","mevolife",3,3,6,"F",NA
"excercise","my diet journal harvey g. payne",3,3,6,"F",NA
"excercise","my score plus weight loss watchers llc",3,3,6,"F",NA
"excercise","myplate demand media",3,3,6,"F",NA
"excercise","mysymptoms",3,3,6,"F",NA
"excercise","noom coach health & weight",3,3,6,"F",NA
"excercise","onetouch reveal",3,3,6,"F",NA
"excercise","pebble watch",3,3,6,"F",NA
"excercise","pic healthy photo food",3,3,6,"F",NA
"excercise","polar flow activity & sports analyzing",3,3,6,"F",NA
"excercise","protracker plus watchers nutrition and exercise gossain software",3,3,6,"F",NA
"excercise","reboot with joe cross juice diet",3,3,6,"F",NA
"excercise","record by under armour healthbox",3,3,6,"F",NA
"excercise","samsung gear",3,3,6,"F",NA
"excercise","simple diet diary martin stone",3,3,6,"F",NA
"excercise","sparkpeople",3,3,6,"F",NA
"excercise","tap & track nanobitsoftware",3,3,6,"F",NA
"excercise","trainer labs workout & nutrition",3,3,6,"F",NA
"excercise","ultimate food value diary",3,3,6,"F",NA
"excercise","weight calorie watch baskaran arunasalam",3,3,6,"F",NA
"excercise","weight goals",3,3,6,"F",NA
"excercise","whatcalculator mp web designs",3,3,6,"F",NA
"excercise","yazio calorie counter & diet tracker",3,3,6,"F",NA
"everydayhealth.com","advices",3,3,6,"F",NA
"everydayhealth.com","coaching",3,3,6,"F",NA
"everydayhealth.com","personal feedback",3,3,6,"F",NA
"everydayhealth.com","reminders/notifications",3,3,6,"F",NA
"everydayhealth.com","social support",3,3,6,"F",NA
"epoc","sensecore",3,3,6,"F",NA
"eog","neuroon",3,3,6,"F",NA
"energy expenditure","carepredict tempo",3,3,6,"F",NA
"energy expenditure","Carepredict Tempo",3,3,6,"F",NA
"energy expenditure","empatica",3,3,6,"F",NA
"energy expenditure","Empatica",3,3,6,"F",NA
"energy expenditure","fitbit",3,3,6,"F",NA
"energy expenditure","Fitbit",3,3,6,"F",NA
"energy expenditure","fitbug orb",3,3,6,"F",NA
"energy expenditure","Fitbug Orb",3,3,6,"F",NA
"energy expenditure","garmin approach",3,3,6,"F",NA
"energy expenditure","Garmin Approach",3,3,6,"F",NA
"energy expenditure","healbe",3,3,6,"F",NA
"energy expenditure","Healbe",3,3,6,"F",NA
"energy expenditure","hexoskin",3,3,6,"F",NA
"energy expenditure","huawei talkband",3,3,6,"F",NA
"energy expenditure","Huawei TalkBand",3,3,6,"F",NA
"energy expenditure","ifit technologies",3,3,6,"F",NA
"energy expenditure","iFit technologies",3,3,6,"F",NA
"energy expenditure","ihealth",3,3,6,"F",NA
"energy expenditure","iHealth",3,3,6,"F",NA
"energy expenditure","intel basis peak",3,3,6,"F",NA
"energy expenditure","Intel Basis Peak",3,3,6,"F",NA
"energy expenditure","ironman move x20",3,3,6,"F",NA
"energy expenditure","Ironman Move x20",3,3,6,"F",NA
"energy expenditure","jawbone up",3,3,6,"F",NA
"energy expenditure","Jawbone UP",3,3,6,"F",NA
"energy expenditure","lechal shoe",3,3,6,"F",NA
"energy expenditure","Lechal Shoe",3,3,6,"F",NA
"energy expenditure","leikr gps sport watch",3,3,6,"F",NA
"energy expenditure","Leikr GPS Sport Watch",3,3,6,"F",NA
"energy expenditure","lg gizmopal vc100",3,3,6,"F",NA
"energy expenditure","LG Gizmopal VC100",3,3,6,"F",NA
"energy expenditure","microsoft band",3,3,6,"F",NA
"energy expenditure","Microsoft Band",3,3,6,"F",NA
"energy expenditure","misfit",3,3,6,"F",NA
"energy expenditure","Misfit",3,3,6,"F",NA
"energy expenditure","moov personal coach",3,3,6,"F",NA
"energy expenditure","Moov Personal Coach",3,3,6,"F",NA
"energy expenditure","mykronoz zefit",3,3,6,"F",NA
"energy expenditure","MyKronoz ZeFit",3,3,6,"F",NA
"energy expenditure","nevo watch",3,3,6,"F",NA
"energy expenditure","Nevo watch",3,3,6,"F",NA
"energy expenditure","nike fuelband",3,3,6,"F",NA
"energy expenditure","Nike FuelBand",3,3,6,"F",NA
"energy expenditure","o-synce",3,3,6,"F",NA
"energy expenditure","O-Synce",3,3,6,"F",NA
"energy expenditure","omsignal",3,3,6,"F",NA
"energy expenditure","OMsignal",3,3,6,"F",NA
"energy expenditure","pebble watch",3,3,6,"F",NA
"energy expenditure","Pebble watch",3,3,6,"F",NA
"energy expenditure","pivotal living life1",3,3,6,"F",NA
"energy expenditure","Pivotal Living Life1",3,3,6,"F",NA
"energy expenditure","polar smartwatch",3,3,6,"F",NA
"energy expenditure","Polar smartwatch",3,3,6,"F",NA
"energy expenditure","recon jet",3,3,6,"F",NA
"energy expenditure","Recon Jet",3,3,6,"F",NA
"energy expenditure","samsung gear",3,3,6,"F",NA
"energy expenditure","Samsung Gear",3,3,6,"F",NA
"energy expenditure","scribe labs",3,3,6,"F",NA
"energy expenditure","Scribe Labs",3,3,6,"F",NA
"energy expenditure","sensecore",3,3,6,"F",NA
"energy expenditure","SenseCore",3,3,6,"F",NA
"energy expenditure","sony smartwatch",3,3,6,"F",NA
"energy expenditure","Sony Smartwatch",3,3,6,"F",NA
"energy expenditure","spire.io",3,3,6,"F",NA
"energy expenditure","spree wearables",3,3,6,"F",NA
"energy expenditure","Spree Wearables",3,3,6,"F",NA
"energy expenditure","suunto",3,3,6,"F",NA
"energy expenditure","Suunto",3,3,6,"F",NA
"energy expenditure","tomtom mysports",3,3,6,"F",NA
"energy expenditure","TomTom MySports",3,3,6,"F",NA
"energy expenditure","wahoo tickr",3,3,6,"F",NA
"energy expenditure","Wahoo Tickr",3,3,6,"F",NA
"energy expenditure","wearit smartwatch",3,3,6,"F",NA
"energy expenditure","Wearit Smartwatch",3,3,6,"F",NA
"energy expenditure","wellograph co. ltd.",3,3,6,"F",NA
"energy expenditure","Wellograph Co. Ltd.",3,3,6,"F",NA
"energy expenditure","whoop strap",3,3,6,"F",NA
"energy expenditure","WHOOP Strap",3,3,6,"F",NA
"energy expenditure","wisewear",3,3,6,"F",NA
"energy expenditure","Wisewear",3,3,6,"F",NA
"energy expenditure","withings activit",3,3,6,"F",NA
"energy expenditure","Withings Activit",3,3,6,"F",NA
"energy expenditure","xmetrics fit",3,3,6,"F",NA
"energy expenditure","Xmetrics Fit",3,3,6,"F",NA
"energy expenditure","zeblaze classic",3,3,6,"F",NA
"energy expenditure","Zeblaze Classic",3,3,6,"F",NA
"energy expenditure","zikto walk",3,3,6,"F",NA
"energy expenditure","Zikto Walk",3,3,6,"F",NA
"end-tidal carbon dioxide","contec",3,3,6,"F",NA
"emotions","baritastic bariatric tracker",3,3,6,"F",NA
"emotions","bowelle ibs tracker",3,3,6,"F",NA
"emotions","calorie counter+ nutratech",3,3,6,"F",NA
"emotions","healthwatch 360",3,3,6,"F",NA
"emotions","jawbone up",3,3,6,"F",NA
"emotions","lose weight with applause 12 labs",3,3,6,"F",NA
"emotions","mumoactive diabetes sugar tracker",3,3,6,"F",NA
"emotions","reboot with joe cross juice diet",3,3,6,"F",NA
"emotions","recovery record eating disorder management",3,3,6,"F",NA
"emotions","rise up eating disorder",3,3,6,"F",NA
"emg","monica healthcare",3,3,6,"F",NA
"emg","rslsteeper",3,3,6,"F",NA
"emg","somaxis",3,3,6,"F",NA
"emg","thalmic labs",3,3,6,"F",NA
"elevation","health mate steps tracker & life coach by withings",3,3,6,"F",NA
"electronic health record","Health data aggregators",3,3,6,"F",NA
"electroencephalography","neuroon",3,3,6,"F",NA
"electroencephalography","smartcap edan safe",3,3,6,"F",NA
"electroencephalography","somaxis",3,3,6,"F",NA
"electrocardiogram","biosensics",3,3,6,"F",NA
"electrocardiogram","hexoskin",3,3,6,"F",NA
"electrocardiogram","monica healthcare",3,3,6,"F",NA
"electrocardiogram","nuubo",3,3,6,"F",NA
"electrocardiogram","preventice bodyguardian",3,3,6,"F",NA
"electrocardiogram","qardiocore",3,3,6,"F",NA
"electrocardiogram","sensecore",3,3,6,"F",NA
"electrocardiogram","somaxis",3,3,6,"F",NA
"EKG","hexoskin",3,3,6,"F",NA
"ekg","hexoskin",3,3,6,"F",NA
"eeg","contec",3,3,6,"F",NA
"eeg","dreem headband",3,3,6,"F",NA
"eeg","emotiv insight",3,3,6,"F",NA
"eeg","kokoon headphones",3,3,6,"F",NA
"eeg","muse interaxo",3,3,6,"F",NA
"eeg","neuroon",3,3,6,"F",NA
"eeg","phillips smartsleep",3,3,6,"F",NA
"ECG","hexoskin",4,2,6,"F",NA
"ecg","aidlab",3,3,6,"F",NA
"ecg","apple watch",3,3,6,"F",NA
"ecg","contec",3,3,6,"F",NA
"ecg","heartcheck pen",3,3,6,"F",NA
"ecg","kardiamobile",3,3,6,"F",NA
"ecg","mawi ecg band",3,3,6,"F",NA
"ecg","qardiocore",3,3,6,"F",NA
"ecg","vivowatch bp",3,3,6,"F",NA
"ecg","withings bpm core",3,3,6,"F",NA
"ecg","withings move ecg",3,3,6,"F",NA
"Eat This Much Meal Planner","healthkit",3,3,6,"F",NA
"eat this much meal planner","faceook",3,3,6,"F",NA
"eat this much meal planner","healthkit",3,3,6,"F",NA
"eat this much","healthkit",3,3,6,"F",NA
"easy fit calorie counter","advices",3,3,6,"F",NA
"easy fit calorie counter","reminders/notifications",3,3,6,"F",NA
"distance moved","apple watch",3,3,6,"F",NA
"distance moved","garmin approach",3,3,6,"F",NA
"distance moved","health mate steps tracker & life coach by withings",3,3,6,"F",NA
"distance moved","jawbone up",3,3,6,"F",NA
"distance moved","misfit",3,3,6,"F",NA
"distance moved","pebble watch",3,3,6,"F",NA
"distance moved","record by under armour healthbox",3,3,6,"F",NA
"distance moved","samsung gear",3,3,6,"F",NA
"distance moved","striiv activity tracker",3,3,6,"F",NA
"distance moved","tomtom mysports",3,3,6,"F",NA
"dietgenie easy diet plans","reminders/notifications",3,3,6,"F",NA
"dietcamera.com","healthkit",3,3,6,"F",NA
"diet watchers diary croc software","dropbox",3,3,6,"F",NA
"diet watchers diary croc software","file",3,3,6,"F",NA
"diet watch stettiner","googlefit",3,3,6,"F",NA
"diet watch stettiner","reminders/notifications",3,3,6,"F",NA
"diet tracker joss giffard","advices",3,3,6,"F",NA
"diet plans","20/20 lifestyles",3,3,6,"F",NA
"diet plans","calorie carb & fat counter virtuagym",3,3,6,"F",NA
"diet plans","calorie counter easyfoodplan.com",3,3,6,"F",NA
"diet plans","calorie counter+ nutratech",3,3,6,"F",NA
"diet plans","checkoff diet tracker",3,3,6,"F",NA
"diet plans","ckttc bodybuilding diet workout plan",3,3,6,"F",NA
"diet plans","diabetes & diet tracker mynetdiary",3,3,6,"F",NA
"diet plans","diet and weight loss nutrisoft brazil",3,3,6,"F",NA
"diet plans","diet assistant alberto portela",3,3,6,"F",NA
"diet plans","diet plan ab mobile apps",3,3,6,"F",NA
"diet plans","diet watch stettiner",3,3,6,"F",NA
"diet plans","diet watchers diary croc software",3,3,6,"F",NA
"diet plans","diet2 go free",3,3,6,"F",NA
"diet plans","dietgenie easy diet plans",3,3,6,"F",NA
"diet plans","eat this much meal planner",3,3,6,"F",NA
"diet plans","everydayhealth.com",3,3,6,"F",NA
"diet plans","fitday - free diet and weight loss journal",3,3,6,"F",NA
"diet plans","fitwell fitness health diet",3,3,6,"F",NA
"diet plans","fodmap monash university",3,3,6,"F",NA
"diet plans","foodprint diet",3,3,6,"F",NA
"diet plans","health & weight loss coach obino",3,3,6,"F",NA
"diet plans","healthifyme weight loss coach",3,3,6,"F",NA
"diet plans","keto low carb venn interactive",3,3,6,"F",NA
"diet plans","lose it! fitnow",3,3,6,"F",NA
"diet plans","lose weight with applause 12 labs",3,3,6,"F",NA
"diet plans","lose weight without dieting harmonic soft",3,3,6,"F",NA
"diet plans","mdietguru",3,3,6,"F",NA
"diet plans","meal planner and food manager spoonacular",3,3,6,"F",NA
"diet plans","meallogger wellness foundry",3,3,6,"F",NA
"diet plans","mevolife",3,3,6,"F",NA
"diet plans","mydietist",3,3,6,"F",NA
"diet plans","nutritionist+ outlier",3,3,6,"F",NA
"diet plans","poundaweek - calorie counter",3,3,6,"F",NA
"diet plans","reboot with joe cross juice diet",3,3,6,"F",NA
"diet plans","recovery record eating disorder management",3,3,6,"F",NA
"diet plans","weight goals",3,3,6,"F",NA
"diet plans","weight loss & fitness program healthkart",3,3,6,"F",NA
"diet plans","yazio calorie counter & diet tracker",3,3,6,"F",NA
"diet plan ab mobile apps","advices",3,3,6,"F",NA
"diet plan ab mobile apps","encouragements",3,3,6,"F",NA
"diet plan ab mobile apps","reminders/notifications",3,3,6,"F",NA
"diet diary can yapan","file",3,3,6,"F",NA
"diet diary can yapan","reminders/notifications",3,3,6,"F",NA
"diet assistant alberto portela","advices",3,3,6,"F",NA
"diet assistant alberto portela","faceook",3,3,6,"F",NA
"diet assistant alberto portela","file",3,3,6,"F",NA
"diet assistant alberto portela","reminders/notifications",3,3,6,"F",NA
"diet and weight loss nutrisoft brazil","advices",3,3,6,"F",NA
"diet and weight loss nutrisoft brazil","challanges",3,3,6,"F",NA
"diet and weight loss nutrisoft brazil","reminders/notifications",3,3,6,"F",NA
"diabetes diary glucose tracker designcity.pl","file",3,3,6,"F",NA
"Diabetes & Diet Tracker MyNetDiary","health mate steps tracker & life coach by withings",3,3,6,"F",NA
"Diabetes & Diet Tracker MyNetDiary","healthkit",3,3,6,"F",NA
"diabetes & diet tracker mynetdiary","advices",3,3,6,"F",NA
"diabetes & diet tracker mynetdiary","file",3,3,6,"F",NA
"diabetes & diet tracker mynetdiary","fitbit charge 2",3,3,6,"F",NA
"diabetes & diet tracker mynetdiary","health mate steps tracker & life coach by withings",3,3,6,"F",NA
"diabetes & diet tracker mynetdiary","healthkit",3,3,6,"F",NA
"diabetes & diet tracker mynetdiary","personal feedback",3,3,6,"F",NA
"diabetes & diet tracker mynetdiary","reminders/notifications",3,3,6,"F",NA
"diabetes & diet tracker mynetdiary","up24",3,3,6,"F",NA
"diabetes & diet tracker mynetdiary","weight goals",3,3,6,"F",NA
"Dexcom","glooko",3,3,6,"F",NA
"dexcom","blood glucose",3,3,6,"F",NA
"dexcom","glooko",3,3,6,"F",NA
"dexcom","googlefit",3,3,6,"F",NA
"dexcom","tidepool",3,3,6,"F",NA
"data access","dropbox",3,3,6,"F",NA
"Daily Water Free Maxwell Software","healthkit",3,3,6,"F",NA
"daily water free maxwell software","dropbox",3,3,6,"F",NA
"daily water free maxwell software","healthkit",3,3,6,"F",NA
"daily water free maxwell software","reminders/notifications",3,3,6,"F",NA
